id,Score
1068,7.5
1069,7.5
1070,39.5
1071,80
1072,92.5
1073,92.5
1074,80
1075,87.5
1076,100
1077,100
1078,80
1079,15
1080,52
1081,29.5
1082,29.5
1083,87.5
1084,22.5
1085,62.5
1086,17.5
1087,50
1088,29.5
1089,92.5
1090,7.5
1091,100
1092,92.5
1093,87.5
1094,82.5
1095,80
1096,95
1097,80
1098,82.5
1099,87.5
1100,100
1101,100
1102,92.5
1103,75
1104,100
1105,100
1106,100
1107,100
1108,100
1109,92.5
1110,82.5
1111,100
1112,92.5
1113,100
1114,87.5
1115,100
1116,100
1117,38
1118,92.5
1119,100
1120,20
1121,92.5
1122,100
1123,100
1124,70
1125,92.5
1126,100
1127,100
1128,92.5
1129,92.5
1130,80
1131,90
1132,7.5
1133,100
1134,100
1135,20
1136,100
1137,100
1138,92.5
1139,92.5
1140,85
1141,92.5
1142,52
1143,100
1144,92.5
1145,100
1146,100
1147,100
1148,100
1149,87.5
1150,92.5
1151,80
1152,67.5
1153,82.5
1154,7.5
1155,100
1156,87.5
1157,17.5
1158,80
1159,87.5
1160,7.5
1161,12.5
1162,87.5
1163,100
1164,32
1165,7.5
1166,87.5
1167,90
1168,100
1169,77.5
1170,80
1171,62.5
1172,100
1173,12.5
1174,100
1175,87.5
1176,92.5
1177,92.5
1178,82.5
1179,100
1180,92.5
1181,39.5
1182,92.5
1183,100
1184,100
1185,100
1186,100
1187,100
1188,100
1189,95
1190,52
1191,60
1192,70
1193,95
1194,87.5
1195,100
1196,80
1197,95
1198,100
1199,70
1200,92.5
1201,100
1202,100
1203,75
1204,100
1205,92.5
1206,92.5
1207,100
1208,7.5
1209,57.5
1210,0
1211,87.5
1212,100
1213,57
1214,20
1215,92.5
1216,87.5
1217,100
1218,95
1219,100
1220,75
1221,7.5
1222,100
1223,69.5
1224,17.5
1225,80
1226,100
1227,87.5
1228,92.5
1229,52
1230,0
1231,80
1232,80
1233,92.5
1234,87.5
1235,75
1236,77.5
1237,100
1238,100
1239,87.5
1240,7.5
1241,82.5
1242,87.5
1243,100
1244,95
1245,75
1246,92.5
1247,100
1248,100
1249,95
1250,87.5
1251,7.5
1252,70
1253,100
1254,67.5
1255,100
1256,42
1257,39.5
1258,62.5
1259,47.5
1260,62.5
1261,35
1262,72.5
1263,62.5
1264,100
1265,32.5
1266,100
1267,100
1268,7.5
1269,87.5
1270,29.5
1271,70
1272,100
1273,100
1274,77.5
1275,100
1276,92.5
1277,7.5
1278,62
1279,69.5
1280,92.5
1281,87.5
1282,87.5
1283,95
1284,87.5
1285,87.5
1286,62
1287,100
1288,87.5
1289,100
1290,87.5
1291,75
1292,100
1293,87.5
1294,95
1295,87.5
1296,85
1297,82.5
1298,95
1299,75
1300,72.5
1301,100
1302,100
1303,100
1304,7.5
1305,75
1306,90
1307,95
1308,67.5
1309,7.5
1310,82.5
1311,75
1312,87.5
1313,90
1314,82.5
1315,87.5
1316,80
1317,87.5
1318,95
1319,80
1320,82.5
1321,87.5
1322,92.5
1323,87.5
1324,92.5
1325,95
1326,85
1327,87.5
1328,80
1329,87.5
1330,77.5
1331,82.5
1332,80
1333,80
1334,95
1335,100
1336,20
1337,20
1338,100
1339,90
1340,92.5
1341,92.5
1342,77.5
1343,87.5
1344,42
1345,100
1346,70
1347,87.5
1348,17.5
1349,100
1350,80
1351,100
1352,100
1353,92.5
1354,100
1355,100
1356,92.5
1357,100
1358,92.5
1359,92.5
1360,100
1361,85
1362,95
1363,100
1364,12.5
1365,0
1366,52
1367,87.5
1368,7.5
1369,7.5
1370,62
1371,75
1372,95
1373,65
1374,82.5
1375,100
1376,22
1377,17.5
1378,92.5
1379,92.5
1380,87.5
1381,100
1382,82.5
1383,70
1384,75
1385,82.5
1386,100
1387,10
1388,75
1389,92.5
1390,87.5
1391,100
1392,100
1393,87.5
1394,82.5
1395,42
1396,100
1397,92.5
1398,20
1399,95
1400,100
1401,72.5
1402,92.5
1403,17.5
1404,75
1405,100
1406,100
1407,100
1408,57.5
1409,39.5
1410,100
1411,87.5
1412,52
1413,95
1414,47
1415,92.5
1416,42
1417,82.5
1418,82.5
1419,39.5
1420,92.5
1421,87.5
1422,100
1423,100
1424,12.5
1425,95
1426,100
1427,75
1428,87.5
1429,82.5
1430,37
1431,7.5
1432,7.5
1433,20
1434,75
1435,90
1436,100
1437,100
1438,85
1439,80
1440,80
1441,87.5
1442,100
1443,85
1444,100
1445,100
1446,100
1447,100
1448,92.5
1449,100
1450,100
1451,60
1452,35
1453,80
1454,87.5
1455,75
1456,100
1457,92.5
1458,22
1459,95
1460,70
1461,100
1462,100
1463,54.5
1464,87.5
1465,100
1466,100
1467,62.5
1468,85
1469,100
1470,100
1471,100
1472,100
1473,87.5
1474,100
1475,100
1476,87.5
1477,75
1478,7.5
1479,100
1480,92.5
1481,82.5
1482,87.5
1483,92.5
1484,85
1485,100
1486,95
1487,80
1488,95
1489,42.5
1490,80
1491,54.5
1492,100
1493,87.5
1494,47.5
1495,100
1496,7.5
1497,7.5
1498,90
1499,100
1500,100
1501,47.5
1502,25
1503,87.5
1504,100
1505,7.5
1506,90
1507,87.5
1508,100
1509,100
1510,69.5
1511,42
1512,82.5
1513,92.5
1514,100
1515,37
1516,100
1517,100
1518,100
1519,82.5
1520,95
1521,100
1522,70
1523,100
1524,95
1525,100
1526,87.5
1527,92.5
1528,87.5
1529,100
1530,92.5
1531,100
1532,92.5
1533,52
1534,92.5
1535,100
1536,92.5
1537,54.5
1538,80
1539,87.5
1540,87.5
1541,17.5
1542,0
1543,7.5
1544,90
1545,92.5
1546,100
1547,100
1548,100
1549,100
1550,92.5
1551,80
1552,100
1553,100
1554,64.5
1555,52
1556,70
1557,82.5
1558,50
1559,100
1560,80
1561,87.5
1562,100
1563,0
1564,100
1565,100
1566,100
1567,82.5
1568,100
1569,100
1570,100
1571,87.5
1572,100
1573,100
1574,80
1575,100
1576,100
1577,100
1578,95
1579,95
1580,87.5
1581,100
1582,100
1583,100
1584,87.5
1585,80
1586,85
1587,90
1588,92.5
1589,100
1590,100
1591,7.5
1592,95
1593,100
1594,87.5
1595,92.5
1596,100
1597,82.5
1598,87.5
1599,80
1600,82.5
1601,100
1602,87.5
1603,100
1604,100
1605,100
1606,92.5
1607,100
1608,87.5
1609,100
1610,100
1611,75
1612,87.5
1613,87.5
1614,82.5
1615,87.5
1616,95
1617,92.5
1618,100
1619,92.5
1620,82.5
1621,92.5
1622,100
1623,100
1624,77.5
1625,87.5
1626,100
1627,87.5
1628,87.5
1629,95
1630,100
1631,95
1632,87.5
1633,100
1634,95
1635,100
1636,87.5
1637,100
1638,87.5
1639,100
1640,82.5
1641,100
1642,92.5
1643,95
1644,100
1645,100
1646,100
1647,100
1648,87.5
1649,82.5
1650,82.5
1651,87.5
1652,92.5
1653,80
1654,100
1655,100
1656,95
1657,100
1658,100
1659,100
1660,100
1661,82.5
1662,95
1663,95
1664,100
1665,87.5
1666,95
1667,95
1668,95
1669,95
1670,95
1671,92.5
1672,100
1673,100
1674,87.5
1675,100
1676,82.5
1677,82.5
1678,92.5
1679,92.5
1680,87.5
1681,80
1682,100
1683,92.5
1684,100
1685,87.5
1686,95
1687,100
1688,100
1689,87.5
1690,100
1691,95
1692,100
1693,100
1694,95
1695,87.5
1696,92.5
1697,95
1698,75
1699,100
1700,95
1701,100
1702,82.5
1703,82.5
1704,80
1705,82.5
1706,100
1707,100
1708,100
1709,95
1710,92.5
1711,100
1712,87.5
1713,100
1714,87.5
1715,100
1716,92.5
1717,82.5
1718,82.5
1719,92.5
1720,70
1721,100
1722,95
1723,92.5
1724,100
1725,100
1726,92.5
1727,100
1728,92.5
1729,59.5
1730,95
1731,100
1732,39.5
1733,100
1734,100
1735,100
1736,55
1737,62.5
1738,100
1739,92.5
1740,92.5
1741,100
1742,87.5
1743,85
1744,87.5
1745,87.5
1746,100
1747,62.5
1748,95
1749,77.5
1750,29.5
1751,39.5
1752,17.5
1753,17.5
1754,62.5
1755,87.5
1756,42
1757,77
1758,95
1759,42.5
1760,52
1761,100
1762,95
1763,100
1764,100
1765,92.5
1766,75
1767,90
1768,82.5
1769,100
1770,82.5
1771,92.5
1772,80
1773,100
1774,82.5
1775,52
1776,29.5
1777,87.5
1778,87.5
1779,100
1780,87.5
1781,42
1782,52
1783,92.5
1784,100
1785,100
1786,100
1787,65
1788,100
1789,7.5
1790,50
1791,50
1792,7.5
1793,47
1794,100
1795,100
1796,92.5
1797,100
1798,70
1799,100
1800,92.5
1801,80
1802,100
1803,100
1804,100
1805,87.5
1806,100
1807,100
1808,100
1809,92.5
1810,7.5
1811,62.5
1812,100
1813,92.5
1814,60
1815,77.5
1816,100
1817,95
1818,87.5
1819,100
1820,82.5
1821,70
1822,100
1823,80
1824,7.5
1825,77.5
1826,100
1827,92.5
1828,100
1829,90
1830,95
1831,100
1832,35
1833,100
1834,92.5
1835,7.5
1836,87.5
1837,82.5
1838,87.5
1839,75
1840,100
1841,87.5
1842,80
1843,100
1844,100
1845,70
1846,62
1847,7.5
1848,100
1849,57.5
1850,40
1851,20
1852,62.5
1853,87.5
1854,100
1855,75
1856,70
1857,82.5
1858,100
1859,52
1860,82.5
1861,92.5
1862,47
1863,100
1864,87.5
1865,100
1866,100
1867,62.5
1868,82.5
1869,100
1870,87.5
1871,20
1872,92.5
1873,80
1874,87.5
1875,100
1876,92.5
1877,100
1878,100
1879,100
1880,77.5
1881,80
1882,70
1883,59.5
1884,100
1885,92.5
1886,92.5
1887,100
1888,87.5
1889,87.5
1890,85
1891,100
1892,95
1893,87.5
1894,100
1895,82.5
1896,92.5
1897,100
1898,100
1899,100
1900,100
1901,100
1902,87.5
1903,100
1904,87.5
1905,87.5
1906,100
1907,87.5
1908,100
1909,95
1910,92.5
1911,92.5
1912,7.5
1913,5
1914,100
1915,80
1916,100
1917,100
1918,92.5
1919,90
1920,100
1921,92.5
1922,80
1923,75
1924,82.5
1925,82.5
1926,95
1927,87.5
1928,75
1929,95
1930,95
1931,20
1932,95
1933,95
1934,100
1935,100
1936,100
1937,82.5
1938,95
1939,95
1940,7.5
1941,7.5
1942,7.5
1943,100
1944,90
1945,100
1946,75
1947,100
1948,95
1949,100
1950,87.5
1951,95
1952,95
1953,100
1954,82.5
1955,62
1956,7.5
1957,7.5
1958,37
1959,92.5
1960,0
1961,100
1962,82.5
1963,90
1964,82.5
1965,100
1966,20
1967,100
1968,100
1969,92.5
1970,87.5
1971,92.5
1972,57.5
1973,92.5
1974,92.5
1975,69.5
1976,100
1977,100
1978,95
1979,95
1980,100
1981,95
1982,95
1983,87.5
1984,80
1985,92.5
1986,100
1987,100
1988,7.5
1989,95
1990,100
1991,100
1992,100
1993,67.5
1994,100
1995,100
1996,92.5
1997,87.5
1998,72.5
1999,100
2000,17.5
2001,87.5
2002,100
2003,100
2004,100
2005,95
2006,100
2007,95
2008,100
2009,100
2010,70
2011,100
2012,100
2013,92.5
2014,100
2015,100
2016,100
2017,92.5
2018,100
2019,100
2020,100
2021,92.5
2022,100
2023,92.5
2024,100
2025,29.5
2026,17.5
2027,0
2028,100
2029,70
2030,80
2031,62.5
2032,65
2033,39.5
2034,87.5
2035,80
2036,100
2037,100
2038,100
2039,87.5
2040,100
2041,87.5
2042,25
2043,92.5
2044,80
2045,100
2046,20
2047,100
2048,67.5
2049,87.5
2050,82.5
2051,100
2052,100
2053,80
2054,100
2055,70
2056,87.5
2057,100
2058,100
2059,100
2060,7.5
2061,7.5
2062,7.5
2063,7.5
2064,7.5
2065,7.5
2066,20
2067,7.5
2068,100
2069,87.5
2070,100
2071,100
2072,0
2073,70
2074,87.5
2075,82.5
2076,82.5
2077,100
2078,0
2079,72.5
2080,87.5
2081,95
2082,100
2083,25
2084,67.5
2085,80
2086,100
2087,70
2088,70
2089,100
2090,75
2091,100
2092,87.5
2093,29.5
2094,49.5
2095,92.5
2096,100
2097,100
2098,100
2099,100
2100,100
2101,75
2102,95
2103,29.5
2104,57
2105,92.5
2106,100
2107,77.5
2108,87.5
2109,100
2110,7.5
2111,7.5
2112,7.5
2113,7.5
2114,7.5
2115,7.5
2116,7.5
2117,100
2118,7.5
2119,7.5
2120,7.5
2121,100
2122,100
2123,95
2124,87.5
2125,42
2126,100
2127,100
2128,87.5
2129,62.5
2130,100
2131,100
2132,100
2133,39.5
2134,57.5
2135,0
2136,39.5
2137,77.5
2138,100
2139,44.5
2140,100
2141,82.5
2142,80
2143,87.5
2144,100
2145,100
2146,100
2147,100
2148,92.5
2149,100
2150,95
2151,92.5
2152,12.5
2153,100
2154,7.5
2155,7.5
2156,87.5
2157,100
2158,100
2159,100
2160,100
2161,100
2162,75
2163,62.5
2164,100
2165,7.5
2166,87.5
2167,44.5
2168,44.5
2169,100
2170,92.5
2171,92.5
2172,59.5
2173,100
2174,100
2175,80
2176,100
2177,100
2178,7.5
2179,82.5
2180,92.5
2181,100
2182,87.5
2183,77.5
2184,100
2185,100
2186,80
2187,87.5
2188,15
2189,92.5
2190,75
2191,100
2192,7.5
2193,100
2194,100
2195,100
2196,95
2197,100
2198,39.5
2199,80
2200,100
2201,100
2202,42
2203,0
2204,70
2205,92.5
2206,100
2207,92.5
2208,90
2209,100
2210,87.5
2211,95
2212,100
2213,100
2214,17.5
2215,95
2216,100
2217,100
2218,92.5
2219,100
2220,100
2221,77.5
2222,47.5
2223,87.5
2224,100
2225,95
2226,87.5
2227,52
2228,100
2229,62.5
2230,77.5
2231,92.5
2232,100
2233,32.5
2234,25
2235,47
2236,100
2237,7.5
2238,87.5
2239,92.5
2240,82.5
2241,25
2242,100
2243,100
2244,100
2245,92.5
2246,100
2247,69.5
2248,100
2249,100
2250,100
2251,100
2252,80
2253,87.5
2254,92.5
2255,82.5
2256,100
2257,100
2258,100
2259,52
2260,62
2261,100
2262,100
2263,44.5
2264,87.5
2265,100
2266,75
2267,100
2268,100
2269,100
2270,0
2271,87.5
2272,95
2273,95
2274,52
2275,100
2276,92.5
2277,100
2278,100
2279,80
2280,100
2281,100
2282,100
2283,100
2284,34.5
2285,87.5
2286,87.5
2287,55
2288,29.5
2289,92.5
2290,82.5
2291,92.5
2292,100
2293,92.5
2294,100
2295,100
2296,85
2297,87.5
2298,82.5
2299,100
2300,100
2301,100
2302,100
2303,12.5
2304,87.5
2305,87.5
2306,92.5
2307,77.5
2308,17.5
2309,0
2310,49.5
2311,57.5
2312,92.5
2313,100
2314,77.5
2315,87.5
2316,92.5
2317,67.5
2318,92.5
2319,87.5
2320,80
2321,100
2322,95
2323,82.5
2324,12.5
2325,100
2326,92.5
2327,100
2328,87.5
2329,92.5
2330,100
2331,32
2332,100
2333,100
2334,100
2335,92.5
2336,100
2337,92.5
2338,92.5
2339,100
2340,100
2341,100
2342,57
2343,100
2344,100
2345,7.5
2346,7.5
2347,100
2348,100
2349,100
2350,87.5
2351,92.5
2352,100
2353,95
2354,92.5
2355,87.5
2356,100
2357,100
2358,100
2359,100
2360,100
2361,100
2362,92.5
2363,12.5
2364,92.5
2365,87.5
2366,100
2367,95
2368,100
2369,90
2370,82.5
2371,92.5
2372,57
2373,85
2374,100
2375,7.5
2376,100
2377,7.5
2378,7.5
2379,100
2380,7.5
2381,87.5
2382,100
2383,100
2384,100
2385,22
2386,20
2387,92.5
2388,82.5
2389,92.5
2390,75
2391,67.5
2392,57
2393,80
2394,17.5
2395,52
2396,92.5
2397,100
2398,0
2399,100
2400,100
2401,92.5
2402,42
2403,52
2404,17.5
2405,87.5
2406,100
2407,100
2408,100
2409,29.5
2410,20
2411,100
2412,95
2413,80
2414,87.5
2415,17.5
2416,100
2417,87.5
2418,12.5
2419,57.5
2420,20
2421,92.5
2422,100
2423,7.5
2424,29.5
2425,100
2426,57.5
2427,0
2428,100
2429,57
2430,100
2431,92.5
2432,12.5
2433,100
2434,100
2435,92.5
2436,100
2437,100
2438,92.5
2439,87.5
2440,20
2441,7.5
2442,92.5
2443,92.5
2444,70
2445,30
2446,29.5
2447,100
2448,75
2449,57
2450,100
2451,87.5
2452,0
2453,87.5
2454,100
2455,75
2456,100
2457,80
2458,69.5
2459,77.5
2460,87.5
2461,87.5
2462,80
2463,100
2464,100
2465,7.5
2466,100
2467,87.5
2468,62.5
2469,100
2470,0
2471,82.5
2472,7.5
2473,82.5
2474,100
2475,92.5
2476,87.5
2477,100
2478,47.5
2479,70
2480,80
2481,95
2482,52
2483,12.5
2484,87.5
2485,0
2486,75
2487,85
2488,100
2489,100
2490,100
2491,80
2492,100
2493,80
2494,87.5
2495,92.5
2496,92.5
2497,92.5
2498,100
2499,17.5
2500,75
2501,87.5
2502,92.5
2503,70
2504,100
2505,95
2506,37.5
2507,25
2508,100
2509,20
2510,87.5
2511,52
2512,92.5
2513,42
2514,77.5
2515,67.5
2516,100
2517,95
2518,92.5
2519,92.5
2520,100
2521,100
2522,100
2523,100
2524,100
2525,42
2526,87.5
2527,100
2528,7.5
2529,44.5
2530,87.5
2531,62.5
2532,100
2533,77.5
2534,7.5
2535,70
2536,75
2537,85
2538,100
2539,75
2540,100
2541,62.5
2542,22
2543,34.5
2544,7.5
2545,52
2546,52
2547,52
2548,100
2549,92.5
2550,92.5
2551,100
